dataset,trial,layer,mode,bit_setting,bits,metric,value
synthetic_replay,1,0,key_only_random,2.5,2.5,memory_bits,284672.0
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,memory_bits,284672.0
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,memory_bits,284672.0
synthetic_replay,1,0,protected_v,2.5,2.5,memory_bits,73088.0
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,memory_bits,81280.0
synthetic_replay,1,0,full_kv,2.5,2.5,memory_bits,43008.0
synthetic_replay,1,0,key_only_random,3,3.0,memory_bits,290816.0
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,memory_bits,290816.0
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,memory_bits,290816.0
synthetic_replay,1,0,protected_v,3,3.0,memory_bits,86592.0
synthetic_replay,1,0,protected_v_lowrank,3,3.0,memory_bits,94784.0
synthetic_replay,1,0,full_kv,3,3.0,memory_bits,55296.0
synthetic_replay,1,0,key_only_random,3.5,3.5,memory_bits,292864.0
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,memory_bits,292864.0
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,memory_bits,292864.0
synthetic_replay,1,0,protected_v,3.5,3.5,memory_bits,88640.0
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,memory_bits,96832.0
synthetic_replay,1,0,full_kv,3.5,3.5,memory_bits,59392.0
synthetic_replay,1,0,key_only_random,4,4.0,memory_bits,299008.0
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,memory_bits,299008.0
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,memory_bits,299008.0
synthetic_replay,1,0,protected_v,4,4.0,memory_bits,102144.0
synthetic_replay,1,0,protected_v_lowrank,4,4.0,memory_bits,110336.0
synthetic_replay,1,0,full_kv,4,4.0,memory_bits,71680.0
synthetic_replay,0,0,exact,exact,,memory_ratio_vs_exact,1.0
synthetic_replay,0,0,key_only_random,2,2.0,memory_ratio_vs_exact,0.5390625
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,memory_ratio_vs_exact,0.5390625
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,memory_ratio_vs_exact,0.5390625
synthetic_replay,0,0,protected_v,2,2.0,memory_ratio_vs_exact,0.135498046875
synthetic_replay,0,0,protected_v_lowrank,2,2.0,memory_ratio_vs_exact,0.151123046875
synthetic_replay,0,0,full_kv,2,2.0,memory_ratio_vs_exact,0.07421875
synthetic_replay,0,0,key_only_random,2.5,2.5,memory_ratio_vs_exact,0.54296875
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,memory_ratio_vs_exact,0.54296875
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,memory_ratio_vs_exact,0.54296875
synthetic_replay,0,0,protected_v,2.5,2.5,memory_ratio_vs_exact,0.139404296875
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,memory_ratio_vs_exact,0.155029296875
synthetic_replay,0,0,full_kv,2.5,2.5,memory_ratio_vs_exact,0.08203125
synthetic_replay,0,0,key_only_random,3,3.0,memory_ratio_vs_exact,0.5546875
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,memory_ratio_vs_exact,0.5546875
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,memory_ratio_vs_exact,0.5546875
synthetic_replay,0,0,protected_v,3,3.0,memory_ratio_vs_exact,0.1651611328125
synthetic_replay,0,0,protected_v_lowrank,3,3.0,memory_ratio_vs_exact,0.1807861328125
synthetic_replay,0,0,full_kv,3,3.0,memory_ratio_vs_exact,0.10546875
synthetic_replay,0,0,key_only_random,3.5,3.5,memory_ratio_vs_exact,0.55859375
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,memory_ratio_vs_exact,0.55859375
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,memory_ratio_vs_exact,0.55859375
synthetic_replay,0,0,protected_v,3.5,3.5,memory_ratio_vs_exact,0.1690673828125
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,memory_ratio_vs_exact,0.1846923828125
synthetic_replay,0,0,full_kv,3.5,3.5,memory_ratio_vs_exact,0.11328125
synthetic_replay,0,0,key_only_random,4,4.0,memory_ratio_vs_exact,0.5703125
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,memory_ratio_vs_exact,0.5703125
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,memory_ratio_vs_exact,0.5703125
synthetic_replay,0,0,protected_v,4,4.0,memory_ratio_vs_exact,0.19482421875
synthetic_replay,0,0,protected_v_lowrank,4,4.0,memory_ratio_vs_exact,0.21044921875
synthetic_replay,0,0,full_kv,4,4.0,memory_ratio_vs_exact,0.13671875
synthetic_replay,1,0,exact,exact,,memory_ratio_vs_exact,1.0
synthetic_replay,1,0,key_only_random,2,2.0,memory_ratio_vs_exact,0.5390625
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,memory_ratio_vs_exact,0.5390625
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,memory_ratio_vs_exact,0.5390625
synthetic_replay,1,0,protected_v,2,2.0,memory_ratio_vs_exact,0.135498046875
synthetic_replay,1,0,protected_v_lowrank,2,2.0,memory_ratio_vs_exact,0.151123046875
synthetic_replay,1,0,full_kv,2,2.0,memory_ratio_vs_exact,0.07421875
synthetic_replay,1,0,key_only_random,2.5,2.5,memory_ratio_vs_exact,0.54296875
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,memory_ratio_vs_exact,0.54296875
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,memory_ratio_vs_exact,0.54296875
synthetic_replay,1,0,protected_v,2.5,2.5,memory_ratio_vs_exact,0.139404296875
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,memory_ratio_vs_exact,0.155029296875
synthetic_replay,1,0,full_kv,2.5,2.5,memory_ratio_vs_exact,0.08203125
synthetic_replay,1,0,key_only_random,3,3.0,memory_ratio_vs_exact,0.5546875
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,memory_ratio_vs_exact,0.5546875
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,memory_ratio_vs_exact,0.5546875
synthetic_replay,1,0,protected_v,3,3.0,memory_ratio_vs_exact,0.1651611328125
synthetic_replay,1,0,protected_v_lowrank,3,3.0,memory_ratio_vs_exact,0.1807861328125
synthetic_replay,1,0,full_kv,3,3.0,memory_ratio_vs_exact,0.10546875
synthetic_replay,1,0,key_only_random,3.5,3.5,memory_ratio_vs_exact,0.55859375
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,memory_ratio_vs_exact,0.55859375
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,memory_ratio_vs_exact,0.55859375
synthetic_replay,1,0,protected_v,3.5,3.5,memory_ratio_vs_exact,0.1690673828125
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,memory_ratio_vs_exact,0.1846923828125
synthetic_replay,1,0,full_kv,3.5,3.5,memory_ratio_vs_exact,0.11328125
synthetic_replay,1,0,key_only_random,4,4.0,memory_ratio_vs_exact,0.5703125
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,memory_ratio_vs_exact,0.5703125
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,memory_ratio_vs_exact,0.5703125
synthetic_replay,1,0,protected_v,4,4.0,memory_ratio_vs_exact,0.19482421875
synthetic_replay,1,0,protected_v_lowrank,4,4.0,memory_ratio_vs_exact,0.21044921875
synthetic_replay,1,0,full_kv,4,4.0,memory_ratio_vs_exact,0.13671875
synthetic_replay,0,0,exact,exact,,prefill_seconds,0.0
synthetic_replay,0,0,key_only_random,2,2.0,prefill_seconds,0.003189999988535419
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,prefill_seconds,0.004285300004994497
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,prefill_seconds,0.003999200009275228
synthetic_replay,0,0,protected_v,2,2.0,prefill_seconds,3.1258767999970587
synthetic_replay,0,0,protected_v_lowrank,2,2.0,prefill_seconds,0.023550400001113303
synthetic_replay,0,0,full_kv,2,2.0,prefill_seconds,0.010567099991021678
synthetic_replay,0,0,key_only_random,2.5,2.5,prefill_seconds,0.006609700008993968
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,prefill_seconds,0.006788300001062453
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,prefill_seconds,0.00572190000093542
synthetic_replay,0,0,protected_v,2.5,2.5,prefill_seconds,0.0649256000033347
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,prefill_seconds,0.15279789999476634
synthetic_replay,0,0,full_kv,2.5,2.5,prefill_seconds,0.028050900000380352
synthetic_replay,0,0,key_only_random,3,3.0,prefill_seconds,0.006732900001225062
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,prefill_seconds,0.009158999993815087
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,prefill_seconds,0.004583499990985729
synthetic_replay,0,0,protected_v,3,3.0,prefill_seconds,0.01224690000526607
synthetic_replay,0,0,protected_v_lowrank,3,3.0,prefill_seconds,0.02000249999400694
synthetic_replay,0,0,full_kv,3,3.0,prefill_seconds,0.008039399996050633
synthetic_replay,0,0,key_only_random,3.5,3.5,prefill_seconds,0.008461999997962266
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,prefill_seconds,0.06862020000698976
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,prefill_seconds,0.005300200005876832
synthetic_replay,0,0,protected_v,3.5,3.5,prefill_seconds,0.016333599996869452
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,prefill_seconds,0.01304780000646133
synthetic_replay,0,0,full_kv,3.5,3.5,prefill_seconds,0.009570499998517334
synthetic_replay,0,0,key_only_random,4,4.0,prefill_seconds,0.004275299987057224
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,prefill_seconds,0.005836299998918548
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,prefill_seconds,0.00808820000384003
synthetic_replay,0,0,protected_v,4,4.0,prefill_seconds,0.0113402999995742
synthetic_replay,0,0,protected_v_lowrank,4,4.0,prefill_seconds,0.011391899999580346
synthetic_replay,0,0,full_kv,4,4.0,prefill_seconds,0.010005599993746728
synthetic_replay,1,0,exact,exact,,prefill_seconds,0.0
synthetic_replay,1,0,key_only_random,2,2.0,prefill_seconds,0.009411700011696666
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,prefill_seconds,0.00702350000210572
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,prefill_seconds,0.004244499999913387
synthetic_replay,1,0,protected_v,2,2.0,prefill_seconds,0.02989079999679234
synthetic_replay,1,0,protected_v_lowrank,2,2.0,prefill_seconds,0.02417389999027364
synthetic_replay,1,0,full_kv,2,2.0,prefill_seconds,0.006939899991266429
synthetic_replay,1,0,key_only_random,2.5,2.5,prefill_seconds,0.006853999992017634
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,prefill_seconds,0.008730400004424155
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,prefill_seconds,0.009397400004672818
synthetic_replay,1,0,protected_v,2.5,2.5,prefill_seconds,0.01182179999887012
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,prefill_seconds,0.034008600006927736
synthetic_replay,1,0,full_kv,2.5,2.5,prefill_seconds,0.01351740000245627
synthetic_replay,1,0,key_only_random,3,3.0,prefill_seconds,0.005824499996379018
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,prefill_seconds,0.005489899995154701
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,prefill_seconds,0.00877329999639187
synthetic_replay,1,0,protected_v,3,3.0,prefill_seconds,0.010578299988992512
synthetic_replay,1,0,protected_v_lowrank,3,3.0,prefill_seconds,0.019424199999775738
synthetic_replay,1,0,full_kv,3,3.0,prefill_seconds,0.008815100009087473
synthetic_replay,1,0,key_only_random,3.5,3.5,prefill_seconds,0.013857500001904555
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,prefill_seconds,0.006178600000566803
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,prefill_seconds,0.016859000010299496
synthetic_replay,1,0,protected_v,3.5,3.5,prefill_seconds,0.04332409999915399
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,prefill_seconds,0.02217079998808913
synthetic_replay,1,0,full_kv,3.5,3.5,prefill_seconds,0.012030500001856126
synthetic_replay,1,0,key_only_random,4,4.0,prefill_seconds,0.006074599994462915
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,prefill_seconds,0.0066156000102637336
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,prefill_seconds,0.004860000000917353
synthetic_replay,1,0,protected_v,4,4.0,prefill_seconds,0.014127900009043515
synthetic_replay,1,0,protected_v_lowrank,4,4.0,prefill_seconds,0.010202200006460771
synthetic_replay,1,0,full_kv,4,4.0,prefill_seconds,0.006341899992548861
synthetic_replay,0,0,exact,exact,,decode_seconds,0.0
synthetic_replay,0,0,key_only_random,2,2.0,decode_seconds,0.0014847999991616234
synthetic_replay,0,0,key_only_block_so8_static,2,2.0,decode_seconds,0.0016925999952945858
synthetic_replay,0,0,key_only_block_so8_learned,2,2.0,decode_seconds,0.001789200003258884
synthetic_replay,0,0,protected_v,2,2.0,decode_seconds,0.002230799989774823
synthetic_replay,0,0,protected_v_lowrank,2,2.0,decode_seconds,0.0020414000027813017
synthetic_replay,0,0,full_kv,2,2.0,decode_seconds,0.0017650999943725765
synthetic_replay,0,0,key_only_random,2.5,2.5,decode_seconds,0.002058499987469986
synthetic_replay,0,0,key_only_block_so8_static,2.5,2.5,decode_seconds,0.0034586999972816557
synthetic_replay,0,0,key_only_block_so8_learned,2.5,2.5,decode_seconds,0.00416179999592714
synthetic_replay,0,0,protected_v,2.5,2.5,decode_seconds,0.018898199996328913
synthetic_replay,0,0,protected_v_lowrank,2.5,2.5,decode_seconds,0.005276900003082119
synthetic_replay,0,0,full_kv,2.5,2.5,decode_seconds,0.012995700002647936
synthetic_replay,0,0,key_only_random,3,3.0,decode_seconds,0.004266899995855056
synthetic_replay,0,0,key_only_block_so8_static,3,3.0,decode_seconds,0.0021681000071112067
synthetic_replay,0,0,key_only_block_so8_learned,3,3.0,decode_seconds,0.0016815999988466501
synthetic_replay,0,0,protected_v,3,3.0,decode_seconds,0.0021389000030467287
synthetic_replay,0,0,protected_v_lowrank,3,3.0,decode_seconds,0.004501699993852526
synthetic_replay,0,0,full_kv,3,3.0,decode_seconds,0.0021329999872250482
synthetic_replay,0,0,key_only_random,3.5,3.5,decode_seconds,0.003257500007748604
synthetic_replay,0,0,key_only_block_so8_static,3.5,3.5,decode_seconds,0.002216799999587238
synthetic_replay,0,0,key_only_block_so8_learned,3.5,3.5,decode_seconds,0.0018693000019993633
synthetic_replay,0,0,protected_v,3.5,3.5,decode_seconds,0.0019331000075908378
synthetic_replay,0,0,protected_v_lowrank,3.5,3.5,decode_seconds,0.002045500004896894
synthetic_replay,0,0,full_kv,3.5,3.5,decode_seconds,0.00195569999050349
synthetic_replay,0,0,key_only_random,4,4.0,decode_seconds,0.0014287000085460022
synthetic_replay,0,0,key_only_block_so8_static,4,4.0,decode_seconds,0.001897499998449348
synthetic_replay,0,0,key_only_block_so8_learned,4,4.0,decode_seconds,0.0019049999973503873
synthetic_replay,0,0,protected_v,4,4.0,decode_seconds,0.00155570000060834
synthetic_replay,0,0,protected_v_lowrank,4,4.0,decode_seconds,0.005204400004004128
synthetic_replay,0,0,full_kv,4,4.0,decode_seconds,0.0017325999942841008
synthetic_replay,1,0,exact,exact,,decode_seconds,0.0
synthetic_replay,1,0,key_only_random,2,2.0,decode_seconds,0.0015719000075478107
synthetic_replay,1,0,key_only_block_so8_static,2,2.0,decode_seconds,0.0017255999991903082
synthetic_replay,1,0,key_only_block_so8_learned,2,2.0,decode_seconds,0.0026019000069936737
synthetic_replay,1,0,protected_v,2,2.0,decode_seconds,0.0034493999992264435
synthetic_replay,1,0,protected_v_lowrank,2,2.0,decode_seconds,0.0017957999953068793
synthetic_replay,1,0,full_kv,2,2.0,decode_seconds,0.001381299996864982
synthetic_replay,1,0,key_only_random,2.5,2.5,decode_seconds,0.002317199992830865
synthetic_replay,1,0,key_only_block_so8_static,2.5,2.5,decode_seconds,0.004111300004296936
synthetic_replay,1,0,key_only_block_so8_learned,2.5,2.5,decode_seconds,0.0025048999959835783
synthetic_replay,1,0,protected_v,2.5,2.5,decode_seconds,0.002702900004805997
synthetic_replay,1,0,protected_v_lowrank,2.5,2.5,decode_seconds,0.014102599991019815
synthetic_replay,1,0,full_kv,2.5,2.5,decode_seconds,0.004500700000789948
synthetic_replay,1,0,key_only_random,3,3.0,decode_seconds,0.0013070999993942678
synthetic_replay,1,0,key_only_block_so8_static,3,3.0,decode_seconds,0.0015679999924032018
synthetic_replay,1,0,key_only_block_so8_learned,3,3.0,decode_seconds,0.0017392000008840114
synthetic_replay,1,0,protected_v,3,3.0,decode_seconds,0.0019696999952429906
synthetic_replay,1,0,protected_v_lowrank,3,3.0,decode_seconds,0.0032869999995455146
synthetic_replay,1,0,full_kv,3,3.0,decode_seconds,0.0026101999974343926
synthetic_replay,1,0,key_only_random,3.5,3.5,decode_seconds,0.0027941000007558614
synthetic_replay,1,0,key_only_block_so8_static,3.5,3.5,decode_seconds,0.0020459999941522256
synthetic_replay,1,0,key_only_block_so8_learned,3.5,3.5,decode_seconds,0.0044209000043338165
synthetic_replay,1,0,protected_v,3.5,3.5,decode_seconds,0.003021999989869073
synthetic_replay,1,0,protected_v_lowrank,3.5,3.5,decode_seconds,0.001995400001760572
synthetic_replay,1,0,full_kv,3.5,3.5,decode_seconds,0.002138399999239482
synthetic_replay,1,0,key_only_random,4,4.0,decode_seconds,0.0027751000015996397
synthetic_replay,1,0,key_only_block_so8_static,4,4.0,decode_seconds,0.0019525000097928569
synthetic_replay,1,0,key_only_block_so8_learned,4,4.0,decode_seconds,0.003036099995370023
synthetic_replay,1,0,protected_v,4,4.0,decode_seconds,0.001731000011204742
synthetic_replay,1,0,protected_v_lowrank,4,4.0,decode_seconds,0.0014804000093135983
synthetic_replay,1,0,full_kv,4,4.0,decode_seconds,0.0015318000077968463
